-0.165622	-0.465300	-0.285809	0.040756	-0.069782	-0.209711	-0.741161	-1.192663	-0.023923	0.170732	0.424339	-0.447664	1.006387	1.539270	0.672619	-0.683761	-0.160719	-1.196489	0.593744	0.134848	0.909643	-0.036239	0.056767
0.445008	0.203438	0.060401	-0.134613	-0.069782	0.025533	-1.296010	-0.246347	0.162382	1.079670	-0.259590	-0.222195	0.680603	-1.051232	-0.851985	0.286761	-0.044195	0.447040	-0.172494	-0.441144	-0.440735	0.552412	0.627871
0.305742	0.328826	0.600487	0.692125	-0.211078	0.425448	-1.826735	0.463390	-0.148126	0.625201	0.041339	0.116009	0.104217	0.171252	-0.407309	0.397677	-0.300548	0.158701	-0.586677	-0.600039	-0.924452	0.508808	0.513650
-0.765539	-0.569790	-0.604321	-0.410192	0.401203	-0.209711	0.561528	-0.036055	0.431489	-0.684740	0.068696	-0.475848	1.307110	0.025718	1.244345	-0.461927	1.190962	-1.167655	1.608493	-0.858243	1.796459	-0.821106	-0.996602
-0.904806	-1.217629	-1.615252	-1.462404	-0.187529	-0.727248	1.116378	0.805115	2.542945	0.384600	1.108268	-1.124071	0.204458	-1.575153	-0.894335	-1.543365	1.307487	-0.187305	2.084803	0.234157	0.909643	-0.603087	-0.755469
1.141341	0.704991	0.586639	0.216124	-0.611416	1.131180	1.429988	0.805115	-1.079651	0.571734	-0.478448	0.256927	-0.772893	-0.498203	-1.211961	0.758156	-0.393767	0.850713	-1.083697	-0.858243	-1.912042	0.072771	-0.146292
-1.354743	-1.238528	-1.116711	-0.535456	-0.281726	0.848887	-1.344258	0.647396	-0.210228	0.785602	0.752625	0.623315	0.931206	0.287679	0.270292	0.397677	1.377401	0.994882	0.428071	0.452637	-0.823678	-0.079842	-0.082836
0.091486	-0.486198	-0.535079	-0.385140	-2.848598	-0.303809	-0.572294	0.489676	-0.810544	0.785602	0.561125	1.130620	-0.973375	-0.556417	-0.597885	0.009469	-0.417072	0.389372	-0.151785	0.750564	-1.065537	1.097459	1.059371
0.702116	0.119845	-0.119628	-0.360087	0.071513	0.166679	-0.403427	0.594823	2.046132	0.972736	1.846912	-0.898602	0.304699	-1.284086	-0.703760	-1.460177	0.445207	-0.792815	0.697290	-0.441144	-0.017482	-1.126333	-1.440794
-0.936944	-0.945955	-1.089014	-0.836088	-1.529838	0.143155	-1.971478	0.226811	-1.679967	-0.016403	-2.393450	0.144193	-0.547351	0.345893	-0.343784	1.368198	0.981219	2.580743	-0.545259	0.512223	-1.126001	1.795119	1.985829
0.273603	0.496010	0.337368	0.015703	0.236358	0.448972	-0.451674	-0.088628	-0.189527	0.117265	-0.122804	-0.588582	0.279639	-0.963911	0.291468	-0.600573	0.491817	0.302870	-0.276040	-0.302112	-0.964762	-0.079842	-0.070145
-0.004930	0.057151	-0.147325	-0.335034	0.259908	0.307826	0.199670	-0.009768	0.141681	-1.192676	-1.080305	5.076331	0.279639	-0.556417	-0.153209	-0.877865	0.025720	-0.648646	1.049346	0.174572	0.385616	-0.581286	-0.653940
-0.444155	-0.653382	-0.895137	-0.836088	-0.752712	-0.539053	0.151423	-0.640645	0.928302	-0.043136	0.752625	1.976130	0.054096	0.549640	0.122067	-0.406469	-0.929779	-0.158471	-0.006821	0.194434	-0.541509	0.334393	0.424812
0.316455	0.433316	0.628184	0.616967	-0.069782	0.872411	-0.813532	-0.745792	-0.437934	0.571734	-0.697305	0.510580	-2.752656	0.375000	-0.979036	0.397677	0.375293	0.562375	0.510908	0.710841	-0.118256	0.399799	0.386738
-0.304888	-0.507096	-0.576625	-0.435245	0.236358	0.213728	0.561528	0.331957	0.597093	-0.658006	-0.040733	-0.983153	-1.023496	-0.731057	0.482043	-0.711490	0.724865	-1.225323	1.049346	0.830012	1.091037	0.094573	0.044076
0.884233	0.913971	0.891303	0.516756	0.095063	0.543070	-0.982400	0.515963	-0.541437	0.010331	0.561125	-2.138683	0.329759	-0.178029	-0.047333	-0.018260	0.701561	-0.158471	-0.255331	-0.600039	-0.722903	-0.319663	-0.298586
0.198614	0.161641	-0.313505	-0.760930	1.343175	-0.868395	0.513281	0.095378	0.762698	-0.337204	1.162983	2.427068	0.931206	-0.614630	-0.174384	-1.460177	0.025720	-0.994652	-0.110367	-1.414373	0.607320	-0.319663	-0.552410
-0.165622	-0.235421	0.198884	0.642019	0.542499	0.425448	0.392661	0.437103	0.431489	0.357866	0.150767	-0.447664	0.379880	-0.527310	-0.089683	-1.155156	0.142244	-0.158471	0.407362	-0.182941	0.244532	-0.428672	-0.260513
2.683985	3.212756	1.957627	-0.309982	-1.364993	-2.773872	-3.515406	-3.637312	-2.238882	1.774741	2.831770	2.906190	2.359642	2.703540	0.270292	-1.099698	-1.489095	-2.378676	-2.243409	-0.600039	-0.420580	1.686110	1.795461
0.487859	0.893073	0.877454	0.516756	0.330555	0.496021	0.127299	0.410817	0.058879	-0.016403	-0.259590	-1.180439	-0.747833	-0.381776	-0.555535	0.120386	0.445207	-0.850483	0.469489	1.247110	-0.319805	-0.537682	-0.349351
0.487859	0.245234	-0.161173	-0.585561	0.471851	-0.915444	1.695351	-2.191552	0.824799	-1.272876	1.518626	-2.505070	1.081568	0.520533	1.053769	0.037198	0.864695	-0.619812	1.484238	-0.083632	0.970108	-3.393728	-2.138810
-0.133483	-0.298116	-0.341202	-0.259876	0.707344	-0.233236	0.368537	-0.351493	0.949003	-0.150070	-1.080305	0.397846	1.056507	-0.352669	0.376168	-0.739219	0.491817	-1.282990	1.070055	-0.381559	1.050728	-0.581286	-0.539719
0.412870	0.098947	0.420458	0.642019	0.471851	0.496021	-0.861780	1.173127	0.203783	0.518267	-0.204876	-1.264990	-0.196507	-1.284086	-1.042561	0.508594	-0.277243	-0.417975	-0.773060	0.492361	-0.622129	0.639620	0.272517
0.519998	0.684093	-0.064235	-0.936298	1.084133	-0.139138	0.513281	-0.036055	0.804099	-0.203537	1.026197	-0.616766	0.931206	-0.963911	0.249117	-0.406469	0.887999	-2.263340	0.593744	-0.600039	0.365461	-0.930116	-1.060058
1.162766	1.331932	-0.285809	-2.113773	1.060583	-1.056590	1.309369	-1.087517	1.031805	-0.738207	1.518626	-1.405908	1.357231	-1.400513	0.249117	-1.709740	0.188854	-2.580513	0.738708	1.008768	0.264687	-0.319663	0.044076
-0.015643	0.015355	-0.424292	-0.785982	0.283457	-3.220835	1.598855	0.042805	0.783398	-1.700612	1.135626	-2.815090	1.632894	1.044455	0.312643	-0.184635	0.468512	1.052550	1.753457	-0.639763	1.292586	-1.518766	-0.590484
0.541423	0.454214	0.420458	0.216124	1.131231	-0.421431	0.923387	0.279384	0.597093	-1.379810	0.041339	0.003274	0.705663	-1.254979	0.143242	-0.822406	0.561731	-0.216139	1.504947	-0.381559	0.466236	-1.693181	-1.250426
0.445008	2.648509	3.799461	3.698444	2.449991	0.378399	-1.609620	-3.532166	-3.791423	-3.144220	-0.587876	2.793456	3.336993	5.032081	2.768949	2.449636	0.748170	0.245203	-0.959442	-2.208846	-1.912042	-1.802191	-1.237735
