1.034865	-1.104120	-0.986349	0.813735	-1.348531	-0.230519	0.732589	0.672925	1.509987	0.219033	0.593792	-1.342558	-0.811501	1
0.316627	0.562311	1.684592	0.187703	0.811761	0.073017	-0.702035	0.195505	1.427148	-0.410854	-1.057607	-0.342662	-0.254888	1
-0.517456	-0.922073	-1.532408	1.799403	-0.996309	0.325964	-0.368997	-0.061567	1.406438	-0.259681	0.821571	-0.009363	0.400679	1
0.780007	-0.081856	-0.012939	0.414140	-0.397533	1.325104	-0.817317	-1.493826	1.292534	0.345010	-0.516632	-1.285093	0.301726	1
1.625674	1.360517	1.007954	-0.837924	0.518243	-0.319050	0.361124	-0.881750	0.805853	-0.373061	1.063586	0.829630	1.600491	1
2.876798	-0.305914	-0.428419	-0.638127	-0.045311	1.489519	0.117750	0.391370	-1.565421	-1.015546	-0.402742	0.266470	-1.331007	0
0.722084	-1.076113	0.628087	2.172359	-0.197941	-0.382287	-0.087196	-0.857267	0.940467	-0.410854	-0.687466	-1.020752	-0.947563	1
2.158560	-0.529972	-1.651116	1.013533	0.166022	1.818350	0.271460	-0.110533	1.002597	-0.688004	0.109761	-1.216134	0.796493	1
2.123807	-0.585986	-1.081316	-1.317438	2.021055	0.869799	0.207414	0.611718	-1.089095	-1.103730	-0.829828	-0.469085	-1.194946	0
-0.135168	1.262492	1.280983	-0.211892	0.976131	0.540969	0.399551	-0.404330	-0.737028	-0.045520	-0.502395	0.553797	1.625229	0
0.096522	-1.328178	2.230651	0.680537	1.516204	0.591558	2.846097	-0.490020	-0.416026	1.970118	0.038580	0.588276	-0.428056	1
0.780007	-0.459954	0.236349	1.226650	-0.773236	-0.913475	0.694161	-0.367605	-0.416026	0.785931	0.679209	0.335429	1.934459	0
0.281874	0.352256	0.628087	-1.277479	-1.465938	0.857152	-0.522707	0.097573	0.360592	-1.368282	0.394485	0.186019	1.031508	1
1.440322	-0.627997	1.019825	0.161063	-0.421014	-1.242306	-1.316873	-1.248996	1.085436	0.420596	1.362546	-0.147280	1.179938	1
0.722084	-0.712019	-0.191002	1.080132	-0.984569	1.717171	0.207414	0.219989	1.903474	0.559172	-0.018365	0.691714	-1.269162	0
-1.583228	-0.599990	-0.404677	-0.518248	1.058316	-0.850238	-1.406537	2.521397	-1.306548	0.244228	-0.530868	0.174526	0.004865	0
1.289724	-0.571983	0.734924	-0.371730	-0.878902	-0.571997	-0.561134	-0.587953	-0.664544	-0.801384	-1.214205	-1.572419	2.886887	0
-1.131434	-0.992091	-0.191002	0.986893	2.361536	1.034215	2.064739	0.587235	-0.633479	0.596965	0.024344	-0.020856	1.291261	1
