1.388759	1.010998	-1.258795	0.986035	1.308843	-1.036607	1.584334	-0.704370	-1.249944	-1.551152	0.350130	-0.798599	-1.285240	-0.362910	-0.781046	-0.177572	-0.896365	-1.788149	-1.008473	-1.025000	1
0.078382	1.010998	-1.258795	-1.013529	1.769907	-1.036607	-0.003456	-1.396412	-0.768134	1.072823	0.844285	1.581807	1.637163	-1.547412	0.646880	1.874621	0.560769	-1.788149	-1.008473	0.975000	0
-1.024253	-0.988504	1.187100	0.986035	-0.074346	0.964082	1.365328	1.371758	-1.391654	1.510153	0.350130	-1.361077	-0.199243	1.698454	-0.067083	0.506493	-0.896365	0.558888	0.990978	0.975000	3
0.386571	-0.988504	-1.258795	0.986035	-0.535410	0.964082	0.106047	1.025737	-1.193261	-0.676494	-0.802899	0.832587	0.278502	1.648716	-0.781046	0.506493	-1.624932	0.558888	-1.008473	0.975000	3
-0.722912	-0.988504	0.697921	0.986035	0.156185	-1.036607	-0.386716	-0.358348	-0.711450	1.072823	0.679566	-0.985342	-0.392672	-1.234247	-0.543058	0.278471	-1.078507	-1.788149	0.990978	0.975000	0
-0.866734	1.010998	0.575626	0.986035	-0.304878	-1.036607	-0.824727	-1.050391	1.555894	1.072823	-0.144026	-1.102337	-0.695632	0.898041	1.122855	-0.177572	0.378627	0.558888	0.990978	-1.025000	2
1.103398	1.010998	-1.014206	0.986035	-0.996473	-1.036607	-0.715224	-1.396412	-0.087930	-1.113823	-1.132336	-0.535359	-1.399432	-0.831737	0.170905	-0.861636	-0.714223	-1.788149	-1.008473	-1.025000	1
0.183394	-0.988504	0.331037	0.986035	-0.535410	-1.036607	0.598809	-0.012327	-0.768134	0.198165	-1.132336	-1.052839	-1.476338	1.207522	0.884868	1.646600	-1.078507	-1.788149	0.990978	0.975000	3
0.564637	-0.988504	1.798574	-1.013529	-0.304878	-1.036607	-1.098484	0.333694	-0.172956	-0.676494	-0.802899	0.605346	-0.646692	-0.615285	0.408892	-0.405593	1.653619	0.558888	0.990978	-1.025000	1
1.644442	-0.988504	-0.769616	0.986035	1.539375	-1.036607	-0.058208	0.333694	1.159109	-0.676494	1.009003	-0.564608	1.131452	1.543714	-0.067083	-1.317679	-0.714223	0.558888	-1.008473	0.975000	3
1.404739	-0.988504	-0.158142	-1.013529	-0.074346	0.964082	-1.207986	0.679716	1.584236	-1.551152	1.338440	-0.150625	-0.194582	1.699375	0.170905	-1.089658	0.014344	0.558888	-1.008473	0.975000	3
1.598785	1.010998	0.208742	-1.013529	2.922565	-1.036607	1.420080	0.333694	1.385843	-1.551152	1.503159	2.432274	1.213019	1.101598	-1.732996	-0.405593	0.560769	0.558888	0.990978	-1.025000	3
-0.471794	-0.988504	0.086447	0.986035	-0.304878	0.964082	1.420080	-1.050391	-0.059589	0.635494	1.667877	1.044078	1.317889	0.675141	-1.495009	-0.861636	1.289336	0.558888	0.990978	0.975000	3
1.678686	-0.988504	-0.402732	0.986035	-0.996473	-1.036607	0.270301	0.679716	-1.079894	-1.113823	-1.461773	0.153113	0.935693	0.686193	0.884868	-1.317679	1.107194	-1.788149	-1.008473	-1.025000	3
