43.5661	9.2109	2.9559	0.4273	0.2001	22.0533	29.5956	2.0162	58.439	89.5657	0
28.7186	8.0563	2.143	0.554	0.2986	-16.5286	-16.7053	3.5189	21.0694	143.302	1
81.3604	29.3861	3.1695	0.1854	0.0937	36.258	74.8812	-20.5673	8.8992	278.53	1
242.625	48.0852	3.9494	0.1229	0.063	-224.882	-243.154	-33.2692	28.1069	269.357	0
81.2642	10.6592	2.4942	0.3878	0.1939	86.1678	48.271	9.9464	1.28	194.187	1
80.0169	29.9756	3.6714	0.1577	0.0898	20.4369	24.4273	-24.8336	4.142	228.254	1
136.5573	81.9947	4.527	0.0523	0.0295	-72.1611	71.9257	-42.9565	33.9666	268.6196	0
32.7943	11.6631	2.6091	0.4133	0.2079	23.9949	16.205	5.2814	4.4626	152.69	1
45.6761	25.8262	3.2469	0.2215	0.1124	49.8415	39.707	17.2252	9.1708	102.7	1
39.4933	13.0682	2.6866	0.428	0.2562	10.1851	22.5587	-10.3842	10.878	225.025	1
18.0933	15.3799	2.2978	0.5441	0.335	-5.8481	15.9569	-10.4222	82.7585	137.232	1
65.7025	11.3238	2.969	0.2689	0.177	62.4519	54.5793	-8.0689	21.3627	240.5631	0
77.1222	58.09	3.8926	0.0909	0.0485	26.603	66.6336	41.8216	63.601	118.431	0
106.087	18.9681	2.9225	0.2104	0.1118	91.3772	114.887	-11.0818	2.801	250.174	1
76.9149	29.3619	2.913	0.1759	0.091	-49.2984	-43.5987	-16.6109	53.2285	217.097	0
22.3927	13.8158	2.7439	0.4797	0.257	-6.0095	-8.7231	-5.8519	16.826	163.037	1
68.9709	12.8382	2.7616	0.3602	0.1931	58.8643	56.0256	-3.9537	8.5297	266.917	1
120.631	70.7331	3.6442	0.0901	0.0478	-18.0975	-120.188	-60.7307	48.8321	71.1156	0
87.8645	78.8819	3.2313	0.3137	0.1979	-9.2132	-114.6773	42.3665	47.6948	365.8636	0
24.3145	8.5484	2.3953	0.6076	0.4326	-12.0554	-13.3284	-3.0853	25.4615	140.585	1
19.6892	0	2.2109	0.7877	0.5692	0.1846	-3.6483	0	59.9239	120.092	1
102.643	12.6776	2.7712	0.4098	0.2058	-119.478	-54.9847	-7.6049	18.8603	247.811	0
86.3172	27.7342	3.3879	0.1887	0.1091	-72.2713	-53.3688	21.552	0.897	268.702	1
52.2488	23.4281	2.9325	0.2442	0.1221	26.1324	52.755	-20.255	3.926	143.935	1
180.999	58.4085	3.4596	0.2384	0.1279	37.3876	-133.415	-55.9981	41.742	316.482	0
23.85	12.2419	2.6385	0.5264	0.2977	24.7878	21.224	7.5905	4.201	206.834	0
45.6239	17.151	3.0269	0.2481	0.1245	20.786	36.879	-8.153	6.262	150.746	1
24.6949	14.1549	2.534	0.4327	0.2325	-1.8405	-21.2997	-5.1483	1.696	76.7707	1
30.5826	19.963	2.7905	0.3295	0.2064	-6.6928	-33.3422	15.8598	26.3203	154.6928	0
40.0304	12.9342	2.4472	0.4643	0.2839	44.7117	27.7201	-12.5458	4.6452	124.398	1
47.8108	20.5476	3.0445	0.1913	0.1015	57.6978	-19.8689	7.6107	8.4572	196.396	1
19.2855	11.2359	2.3345	0.6759	0.3958	-13.6858	-18.5907	8.3314	74.888	85.1084	1
76.8048	9.1501	2.4914	0.4742	0.2565	-48.7166	-75.643	-6.6689	4.8437	161.849	1
21.9325	6.617	2.4057	0.7308	0.4342	-22.5289	-13.7398	6.6181	58.5795	148.425	0
215.6606	148.141	4.45	0.0459	0.0092	-207.9001	-140.3606	124.0856	66.5963	298.1376	0
19.7131	7.9518	2.5179	0.5078	0.288	-6.4052	-9.1431	-5.7197	41.5306	173.5266	0
20.3349	7.2629	2.0663	0.7296	0.382	-2.3018	9.7089	-5.6116	9.4078	183.373	1
18.7287	10.3512	2.1271	0.5448	0.2873	24.6252	8.0026	-3.8149	46.959	225.653	1
142.066	70.6134	3.4261	0.1192	0.0605	-97.1957	-80.2814	-37.4368	12.457	309.588	0
19.9964	12.7122	2.8079	0.523	0.3183	15.051	14.8267	-3.2342	3.6905	133.652	1
39.745	14.4763	2.7255	0.3443	0.2004	52.5721	20.3876	6.2605	23.2283	149.83	1
220.3177	77.3349	4.0902	0.0335	0.0206	180.8181	165.5819	92.6412	15.9931	45.4067	0
54.8142	22.468	2.9892	0.3147	0.2107	-74.4167	35.0013	-13.6334	3.8937	254.67	1
31.2015	16.6085	2.616	0.3801	0.2216	-45.0612	19.1054	-11.1177	47.1486	70.6447	1
18.4268	10.4534	2.1584	0.5625	0.309	23.275	9.8267	-3.2842	73.198	172.494	0
149.37	17.033	3.0722	0.2938	0.1757	-239.549	133.671	16.0039	4.2585	301.39	1
23.9965	16.2728	2.8609	0.4077	0.2252	9.4302	16.469	-9.2041	25.4216	189.416	1
34.1178	12.2455	2.4005	0.5169	0.3082	-14.9147	-17.0831	8.4064	1.154	172.465	1
43.3839	29.4361	3.3516	0.1878	0.0977	34.1361	33.509	-22.1787	6.0236	154.749	1
45.0808	22.9029	2.5391	0.4393	0.2355	-42.8854	-37.0878	13.4479	1.555	318.123	1
28.8128	11.5802	2.6767	0.5032	0.3168	3.8717	-11.3303	8.7701	46.5083	184.127	0
27.1305	19.4693	2.7303	0.434	0.2639	1.8717	18.99	13.1505	83.1739	146.7986	0
57.7473	11.3677	3.0812	0.282	0.1464	24.3892	35.8005	6.2674	25.3002	129.085	0
35.5642	16.9976	2.7164	0.3305	0.1662	34.9673	-25.6281	3.3023	2.03	113.391	1
30.4077	9.7338	2.3901	0.4562	0.2301	43.327	6.6668	11.7586	38.5799	171.75	0
31.7983	23.0585	2.8225	0.2769	0.1437	5.8781	-5.1985	14.6623	41.9239	80.9176	1
63.4156	23.3802	3.2537	0.2175	0.109	32.5164	47.622	17.0239	5.719	240.242	1
18.792	12.5139	2.499	0.5895	0.2995	15.4574	14.1873	-6.7175	83.3056	39.1864	0
127.9845	7.1156	2.6097	0.6207	0.4669	-127.4463	-96.8133	7.6566	22.5134	219.7551	0
23.502	13.6746	2.5653	0.4816	0.3116	5.0085	16.0397	9.4612	54.046	57.936	0
75.4455	47.5305	3.4483	0.1417	0.0549	-9.3561	41.0562	-9.4662	30.2987	256.5166	0
30.735	12.6049	2.5058	0.4743	0.3105	8.5614	-12.4211	-9.9938	2.8735	188.798	1
20.0048	12.4164	2.4141	0.4971	0.2794	-1.5624	7.0273	-10.1055	87.3427	61.4184	0
86.0363	51.4365	2.9047	0.2877	0.1476	-55.3168	-33.6731	-52.622	43.822	250.653	0
77.2268	11.9623	2.3531	0.5233	0.2816	-85.1621	31.9013	-10.5387	13.7613	177.632	1
12.9176	11.3596	2.1123	0.7413	0.39	15.0388	-5.6768	-11.5638	64.933	227.107	0
92.4886	25.766	3.2558	0.14	0.0868	-24.0977	43.1211	19.3991	58.469	171.2535	0
61.2374	16.9639	3.0504	0.2565	0.1465	-100.671	22.8039	15.3115	3.501	240.879	1
89.4662	70.6759	3.8886	0.1613	0.0839	23.6602	-19.2773	48.4484	31.1847	352.874	0
77.2826	31.1825	2.8991	0.4156	0.1755	84.6022	41.573	-19.6024	72.5661	138.6419	0
28.4899	1.623	2.4914	0.7142	0.4732	9.3656	20.1165	2.5039	26.6149	194.6653	0
82.3156	17.9964	2.7404	0.3636	0.2464	-55.8407	-62.4659	-17.9965	10.08	288.194	1
130.242	75.412	3.3531	0.1082	0.0583	-106.545	106.755	68.7606	14.2737	231.029	0
15.8755	9.5599	2.4025	0.8515	0.5467	20.1807	16.4719	-3.1284	43.4335	241.9764	0
38.859	14.3258	2.8924	0.34	0.2423	18.6246	20.2685	8.789	38.7344	206.017	0
105.264	41.3551	3.6546	0.1805	0.0909	-33.9941	78.1311	19.6724	5.8936	328.714	1
23.9382	22.147	2.7257	0.3055	0.1699	-6.1041	-8.861	-9.0594	3.7058	197.0325	0
21.143	6.8428	2.0737	0.7426	0.4346	21.5922	14.1347	-6.2006	61.5734	171.131	1
21.2211	6.8795	2.07	0.7319	0.4213	22.1921	13.4931	-6.259	56.2975	92.9938	1
117.546	48.6587	3.5949	0.1484	0.0845	-96.5366	-117.82	32.14	28.412	323.658	0
